order	filename	artist	country	en	id
52	CMB0250.tif		Cambodia	woman,back,head,shoulder	punggung,sebelah belakang,kepala,bahu,wanita
53	CMB0245.tif		Cambodia	hand,measure	tangan,ukuran
54	CMB0264.tif		Cambodia	ascending,cloud,family,ladder,stairway	awan,keluarga,tangga
55	CMB0257.tif		Cambodia	mortar,pestle,rice,woman,work	alu,beras,kerja,lesung,padi,tapis,wanita,winnow
56	CMB0289.tif		Cambodia	people,sit,talking,woman	orang,orang-orang,duduk,bicara,wanita
57	CMB0281.tif		Cambodia	man,running	manusia,lari
58	CMB0252.tif		Cambodia	boy,house,ladder,man,stairway,stilts	anak laki-laki,rumah,tangga,manusia
59	CMB0269.tif		Cambodia	coconut,fruit,food	kelapa,makanan,buah
60	CMB0296.tif		Cambodia	man,woman,boy,child,ascending,ladder	anak laki-laki,anak,tangga,manusia,wanita
61	CMB0195.tif		Cambodia	baby,crying	bayi,menangis
62	CMB0284.tif		Cambodia	man,stilts,house,boy,descending	anak laki-laki,turun,rumah,manusia
63	CMB0276.tif		Cambodia	tree,rope	tali,pohon
64	CMB0303.tif		Cambodia	baby,boy	bayi,anak laki-laki
65	CMB0301.tif		Cambodia	man,mud,paddle,digging stick,tool	dig,gali,tongkat menggali,manusia,lumpur,dayung,panggayo,alat,perkakas
66	CMB0308.tif		Cambodia	deer,animal,antler	binatang,tanduk,rusa
67	CMB0315.tif		Cambodia	boy,dirt,play,sand	anak laki-laki,bermain-main,pasir
68	CMB0327.tif		Cambodia	flute,musical instrument	suling,alat musik
69	CMB0322.tif		Cambodia	boy,father,man,people,reading	son,anak laki-laki,ayah,manusia,orang,orang-orang,membaca
70	CMB0320.tif		Cambodia	carry,man,motorcycle,people,riding,smoking,walking,motor	bawa,manusia,sepeda motor,orang,orang-orang,naik,merokok,berjalan
71	CMB0346.tif		Cambodia	carry,dog,hunting,lizard,man,reptile,tree	bawa,anjing,buru (memburu),kadal,manusia,reptil,pohon
72	CMB0358.tif		Cambodia	climb,man	panjat,naik,manusia
73	CMB0339.tif		Cambodia	gourd,plant	vine,labu,tanaman,tumbuhan merambat
74	CMB0334.tif		Cambodia	garden,woman,agriculture,house	pertanian,taman,kebun,rumah,wanita
75	CMB0370.tif		Cambodia	house,fence	pagar,rumah
76	CMB0365.tif		Cambodia	musical instrument,harp	kecapi,alat musik
77	CMB0353.tif		Cambodia	dog,house,man,talking,woman	anjing,rumah,manusia,bicara,wanita
78	CMB0392.tif		Cambodia	fruit	jackfruit,buah,nangka,cempedak
79	CMB0377.tif		Cambodia	boy,child,house,mother,wash,woman	son,anak laki-laki,anak,rumah,ibu,cuci,wanita
80	CMB0390.tif		Cambodia	arm,injection,anatomy,muscle,vaccination,syringe	bagian-bagian tubuh,lengan,suntik,otot,urat,jarum suntik,vaksinasi,pencacaran
81	CMB0372.tif		Cambodia	monkey,animal,hang	binatang,gantung,kera,monyet
82	CMB0351.tif		Cambodia	bird,hunting,man	burung,buru (memburu),manusia
83	CMB0385.tif		Cambodia	dirt,house,sweep,woman,work	rumah,sapu,menyapu,wanita,kerja
84	CMB0397.tif		Cambodia	weigh,scale,chicken,meat	ayam,daging,timbangan,timbang
85	CMB0409.tif		Cambodia	boy,elephant,man,riding,woman	anak laki-laki,gajah,manusia,naik,wanita
86	CMB0404.tif		Cambodia	attack,cooking,man,spirit being	masak,manusia
87	CMB0421.tif		Cambodia	bugs,centipede,insects,sleeping,woman	serangga,lipan,kelabang,kaki seribu,tidur,wanita
88	CMB0423.tif		Cambodia	accident,dead,elephant,man,woman	mati,gajah,manusia,wanita
89	CMB0416.tif		Cambodia	bugs,centipede,insects,sleeping,woman	serangga,lipan,kelabang,kaki seribu,tidur,wanita
90	CMB0435.tif		Cambodia	shawl	selendang
91	CMB0442.tif		Cambodia	bucket,laundry,wash,woman,work	pot,ember,timba,cuci pakaian,panci,cuci,wanita,kerja
92	CMB0440.tif		Cambodia	flashlight	senter
93	CMB0471.tif		Cambodia	map,street	peta,jalan
94	CMB0428.tif		Cambodia	man,spirit being	manusia
95	CMB0454.tif		Cambodia	height,measure,man	tinggi,manusia,ukuran
96	CMB0459.tif		Cambodia	hand,palm	tangan,kelapa
97	CMB0447.tif		Cambodia	man,reading	manusia,membaca
98	CMB0466.tif		Cambodia	fruit,mango	buah,mangga
99	CMB0486.tif		Cambodia	glass	gelas (wadah)
100	CMB0473.tif		Cambodia	globe,night,rotate,world,earth	bumi,bola bumi,malam,berputar,dunia
101	CMB0491.tif		Cambodia	tablet,pill,medicine,packet,bag,health	tas,kesehatan,ilmu kesehatan,pak,pil
102	CMB0478.tif		Cambodia	pan,handle	pot,pegangan,panci
103	CMB0493.tif		Cambodia	ascending,man,stairway	manusia,tangga
104	CMB0513.tif		Cambodia	animal,chicken,cow,deer,elephant,tiger	binatang,ayam,sapi,rusa,gajah,harimau
105	CMB0498.tif		Cambodia	motorcycle,vehicle,transportation,motor	sepeda motor,transportasi,pengangkutan,kendaraan
106	CMB0505.tif		Cambodia	snake,reptile	cobra,ular sendok,reptil,ular
107	CMB0510.tif		Cambodia	boy,family,girl,man,sit,woman	mat,anak laki-laki,keluarga,anak perempuan,manusia,tikar,duduk,wanita
108	CMB0530.tif		Cambodia	garden,man,woman,work,agriculture	hoe,pertanian,taman,kebun,cangkul,manusia,wanita,kerja
109	CMB0518.tif		Cambodia	hammer,mallet,man,reptile,turtle	palu,martelu,tukul kayu,manusia,reptil,kura-kura
110	CMB0544.tif		Cambodia	woman,talking,dog,animal,house	binatang,anjing,rumah,bicara,wanita
111	CMB0537.tif		Cambodia	sit,woman	duduk,wanita
112	CMB0549.tif		Cambodia	clay jar	pot,tembikar,gerabah,panci
113	CMB0556.tif		Cambodia	porcupine,animal	binatang
114	CMB0525.tif		Cambodia	butterfly,bugs,insects	serangga,kupu-kupu
115	CMB0575.tif		Cambodia	animal,chicken,hare,rabbit	binatang,ayam,kelinci
116	CMB0542.tif		Cambodia	woman,bed,man,centipede,bugs,insects,koi	tempat tidur,serangga,lipan,kelabang,kaki seribu,manusia,wanita
117	CMB0568.tif		Cambodia	animal,chicken,hare,lion,otter,rabbit,tiger	binatang,ayam,kelinci,singa,berang-berang,harimau
118	CMB0580.tif		Cambodia	animal,chicken,hare,lion,otter,rabbit,tiger	binatang,ayam,kelinci,singa,berang-berang,harimau
119	CMB0600.tif		Cambodia	rose,flower	bunga,mawar
120	CMB0595.tif		Cambodia	boy	anak laki-laki
121	CMB0583.tif		Cambodia	animal,deer,hare,kick,rabbit	binatang,rusa,kelinci,tendang
122	CMB0607.tif		Cambodia	soap,bag,box	tas,kotak,peti,sabun
123	CMB0612.tif		Cambodia	monkey,animal	binatang,kera,monyet
124	CMB0563.tif		Cambodia	city,street,transportation,motorcycle,car,vehicle,motor	mobil,kota,sepeda motor,jalan,transportasi,pengangkutan,kendaraan
125	CMB0588.tif		Cambodia	animal,chicken,hare,otter,rabbit,riding,tiger	binatang,ayam,kelinci,berang-berang,naik,harimau
126	CMB0619.tif		Cambodia	bed,koi,mosquito net,net,woman	kelambu,tempat tidur,wanita
127	CMB0614.tif		Cambodia	man,woman,rash	manusia,ruam,wanita
128	CMB0561.tif		Cambodia	chicken,eating	ayam,makan
129	CMB0626.tif		Cambodia	music	musik
130	CMB0633.tif		Cambodia	baby,girl,play,woman	bayi,anak perempuan,bermain-main,wanita
131	CMB0631.tif		Cambodia	singing,woman,music	musik,nyanyi,wanita
132	CMB0638.tif		Cambodia	bed,koi,mosquito net,net,woman	kelambu,tempat tidur,wanita
133	CMB0650.tif		Cambodia	cigarette	rokok
134	CMB0657.tif		Cambodia	climb,forest,man,stick,tree,woman	vine,panjat,naik,hutan,manusia,kayu,pohon,tumbuhan merambat,wanita
135	CMB0645.tif		Cambodia	music	musik
136	CMB0662.tif		Cambodia	animal,elephant	binatang,gajah
137	CMB0676.tif		Cambodia	man,teacher,student,school,boy,blackboard,chalkboard	papan tulis (hitam),anak laki-laki,papan tulis,manusia,sekolah,pelajar,murid,guru
138	CMB0689.tif		Cambodia	animal,reptile,stream,tiger,turtle,water,air	binatang,reptil,sungai,kali,aer,harimau,kura-kura
139	CMB0669.tif		Cambodia	cut,elephant,group,man,woman	potong,gajah,kelompok,manusia,wanita
140	CMB0684.tif		Cambodia	animal,reptile,talking,tiger,turtle	binatang,reptil,bicara,harimau,kura-kura
141	CMB0664.tif		Cambodia	dead,elephant,hunting,man	mati,gajah,buru (memburu),manusia
142	CMB0701.tif		Cambodia	turtle,tortoise,reptile	reptil,kura-kura darat,kura-kura
143	CMB0696.tif		Cambodia	loom,weave,woman	tenun,wanita
144	CMB0708.tif		Cambodia	animal,cat	binatang,kucing
145	CMB0681.tif		Cambodia	animal,reptile,talking,tiger,turtle	binatang,reptil,bicara,harimau,kura-kura
146	CMB0703.tif		Cambodia	hand,string	tangan,tali
147	CMB0715.tif		Cambodia	bed,health,ill,sick,woman,koi	tempat tidur,kesehatan,sakit,wanita
148	CMB0734.tif		Cambodia	floor,scrub,wash,woman,work	lantai,gosok,cuci,wanita,kerja
149	CMB0732.tif		Cambodia	fever,health,woman	demam,kesehatan,wanita
150	CMB0720.tif		Cambodia	doctor,health,man,woman	dokter,kesehatan,manusia,wanita
151	CMB0727.tif		Cambodia	fruit,wash,woman,work	buah,cuci,wanita,kerja
152	CMB0751.tif		Cambodia	woman,bathe,hygiene	mandi,kesehatan,wanita
153	CMB0739.tif		Cambodia	cow,animal	binatang,sapi
154	CMB0746.tif		Cambodia	cow,sick,ill,health,dead	sapi,mati,kesehatan,sakit
155	CMB0765.tif		Cambodia	animal,tiger,woman	binatang,harimau,wanita
156	CMB0753.tif		Cambodia	woman,head,face	wajah,kepala,wanita
157	10A.tif		Cameroon	dog,fire,grass,man,spear,weapon,work,people,api	anjing,rumput,manusia,orang,orang-orang,tombak,lembing,senjata,kerja
158	10AO.tif	Mbange Ernest Bawe	Cameroon	Bible,family,food,Hebrew,meal,Passover,people	keluarga,makanan,Paskah,orang,orang-orang,Alkitab
159	CMB0758.tif		Cambodia	animal,climb,tiger,tree,woman	binatang,panjat,naik,harimau,pohon,wanita
160	10AL.tif	Mbange Ernest Bawe	Cameroon	Bible,building,city,crowd,group,people	gedung,kelompok,kota,orang,orang banyak/ramai,orang-orang,Alkitab
161	10AG.tif	Mbange Ernest Bawe	Cameroon	Bible,Jesus,Joseph,Mary,Wise men,group,magi,people	Alkitab,Majis,Maria (tokoh Alkitab),Yesus,Yusuf (tokoh Alkitab),kelompok,orang,orang majus,orang-orang
162	10C.tif		Cameroon	boy,man,people,shirt,clothing	anak laki-laki,pakaian,manusia,orang,orang-orang,kemeja
163	10AT.tif	Mbange Ernest Bawe	Cameroon	Bible,candle,flame,light	lilin,nyala api,lampu,Alkitab
164	10EE.tif	Mbange Ernest Bawe	Cameroon	Bible,Jacob,Rebekah,tent	Yakub (tokoh Alkitab),Ribka (tokoh Alkitab),tenda,kemah,Alkitab
165	10FF.tif	Mbange Ernest Bawe	Cameroon	Bible,bow,Esau,man,people,weapon	panah,Esau (tokoh Alkitab),manusia,orang,orang-orang,senjata,Alkitab
166	10Q.tif	Mbange Ernest Bawe	Cameroon	Bible,cross,crucifixion,Golgotha,group,Jesus,man,people,Roman soldier,spear,weapon,centurion	pewira,salib,penyaliban,Bukit Golgota,kelompok,Yesus,manusia,orang,orang-orang,serdadu Romawi,tombak,lembing,senjata,Alkitab
167	10O.tif	Mbange Ernest Bawe	Cameroon	Bible,Joseph,bak air,cistern,lifting,people,pit,pull	Alkitab,Yusuf (tokoh Alkitab),angkat,orang,orang-orang,tangki air,tarik
168	10P.tif	Mbange Ernest Bawe	Cameroon	agriculture,Bible,field,path,plant,seed,sowing,trail,work	pertanian,ladang,kebun,jalan,tanaman,bibit,tabur,tanam,jalan kecil,kerja,Alkitab
169	10TT.tif	Mbange Ernest Bawe	Cameroon	angel,Bible,dream,Jacob,man,people,stairway	malaikat,mimpi,Yakub (tokoh Alkitab),manusia,orang,orang-orang,tangga,Alkitab
170	10I.tif	Mbange Ernest Bawe	Cameroon	animal,Bible,man,people,pig,work	binatang,manusia,orang,orang-orang,babi,kerja,Alkitab
171	1B-C.tif	Jean-Marie Boayaga	Cameroon	chicken,rooster	ayam,ayam jantan
172	10W.tif		Cameroon	book	buku
173	10LL.tif	Mbange Ernest Bawe	Cameroon	Bible,Jacob,Rebekah,man,woman,people	Yakub (tokoh Alkitab),manusia,orang,orang-orang,Ribka (tokoh Alkitab),wanita,Alkitab
174	1B-E.tif	Susan Rose	Cameroon	bird,crest,wing	hoopoe,burung,sayap
175	10ZZ.tif	Mbange Ernest Bawe	Cameroon	Bible,group,money,people,tax collector,taxes	kelompok,uang,orang,orang-orang,pemungut cukai,pajak,Alkitab
176	1B-K.tif		Cameroon	chicken	ayam
177	1dd.tif	Susan Rose	Cameroon	animal,cow,horn	binatang,sapi,tanduk
178	1I-B.tif	Mbange Ernest Bawe	Cameroon	bee,beetle,bugs,butterfly,fly,grasshopper,insects	ant,semut,lebah,niri,kumbang,serangga,kupu-kupu,lalat,belalang
179	1CCC.tif		Cameroon	animal,mouse	binatang,tikus
180	1B.tif	Susan Rose	Cameroon	animal,cat,lion,puma,mountain lion	binatang,kucing,singa,singa gunung
181	1I-G.tif		Cameroon	bugs,insects	ant,semut,serangga
182	1HHH.tif		Cameroon	animal,squirrel	binatang,bajing
183	1f-a.tif	Jean-Marie Boayaga	Cameroon	fish,water,air	ikan
184	1G.tif	Susan Rose	Cameroon	animal,cat,cheetah	binatang,kucing
185	1KK.tif	Mbange Ernest Bawe	Cameroon	animal,ape,gorilla	binatang,gorila
186	1R-A.tif	Jean-Marie Boayaga	Cameroon	lizard,reptile	kadal,reptil
187	1III.tif		Cameroon	animal,antelope,horn	binatang,kijang,tanduk
188	1p.tif	Susan Rose	Cameroon	animal,zebra	binatang
189	1MMM.tif		Cameroon	animal,antelope,gazelle	binatang,kijang
190	1OO.tif	Mbange Ernest Bawe	Cameroon	animal,leaf,monkey,tree	binatang,daun,kera,monyet,pohon
191	1tt.tif	Mbange Ernest Bawe	Cameroon	animal,corn,mouse,eating	binatang,jagung,makan,tikus
192	1R-M.tif		Cameroon	crocodile,reptile,alligator	buaya,reptil
193	1UU.tif	Mbange Ernest Bawe	Cameroon	animal,wing	bat,binatang,keluang,kelelawar,marsegu,sayap
194	1X.tif	Susan Rose	Cameroon	animal,mouse	binatang,tikus
195	2F-H.tif	Jean-Marie Boayaga	Cameroon	corn,food,vegetable	jagung,makanan,sayur-sayuran
196	2F-C.tif	Mbange Ernest Bawe	Cameroon	beans,bowl,food,table	buncis,mangkuk,makanan,meja
197	2fp-b.tif	Mbange Ernest Bawe	Cameroon	bowl,food,food preparation,fruit,mango,people,vegetable,woman	mangkuk,makanan,menyiapkan makanan,buah,mangga,orang,orang-orang,sayur-sayuran,wanita
198	2F-T.tif		Cameroon	chart,food,food chart,fruit,health,meat,nutrition	makanan,buah,kesehatan,daging,nutrisi
199	2FP-G.tif		Cameroon	fire,food preparation,rock,steam,api	pot,menyiapkan makanan,panci,batu,uap air
200	2F-O.tif		Cameroon	food,peanut,nut	makanan,biji-bijian,kacang tanah
201	3H.tif		Cameroon	bag,musical instrument	tas,alat musik
202	3A.tif		Cameroon	drum,musical instrument,tifa	gendang,alat musik
203	3C.tif		Cameroon	drum,musical instrument,tifa	gendang,alat musik
204	5F-G.tif		Cameroon	boy,food,fruit,nut,people,work	anak laki-laki,makanan,buah,biji-bijian,orang,orang-orang,kerja
205	2FP-N.tif		Cameroon	bowl,fire,food preparation,people,rock,steam,stir,woman,api	pot,mangkuk,menyiapkan makanan,orang,orang-orang,panci,batu,uap air,aduk,mengaduk,wanita
206	4j.tif	Mbange Ernest Bawe	Cameroon	palm,tree	kelapa,pohon
207	4Q.tif		Cameroon	river,road,tree	sungai,kali,aer,jalan raya,pohon
208	5O-AD.tif		Cameroon	boy,man,palm,people,tree,work	anak laki-laki,manusia,kelapa,orang,orang-orang,pohon,kerja
209	5F-L.tif		Cameroon	hare,hunting,man,people,rabbit,spear,weapon,hunter,animal,chase	binatang,kejar,kelinci,buru (pemburu),buru (memburu),manusia,orang,orang-orang,tombak,lembing,senjata,usir
210	5F-N.tif	Mbange Ernest Bawe	Cameroon	field,group,lamp,lantern,night,people,woman,work,agriculture,hunting,gathering,light	pertanian,ladang,kebun,kelompok,buru (memburu),lampu,lentera,malam,orang,orang-orang,wanita,kerja
211	5F-S.tif	Mbange Ernest Bawe	Cameroon	basket,group,man,people,rain,walking stick,weather,carry,walking	keranjang,bawa,kelompok,manusia,orang,orang-orang,hujan,berjalan,tongkat,cuaca
212	5O-D.tif		Cameroon	man,people,shelter,work	pot,manusia,orang,orang-orang,panci,lindungan,naungan,pondok,walang,kerja
213	5O-B.tif		Cameroon	group,people,road,travel,truck,vehicle,transportation	kelompok,orang,orang-orang,jalan raya,transportasi,pengangkutan,perjalanan,truk,kendaraan
214	5O-I.tif		Cameroon	construction,man,people,pick,shovel,tool,work,spade	bangun (rumah),manusia,orang,orang-orang,beliung,sekop,alat,perkakas,kerja
215	5T-M.tif		Cameroon	broom,bundle	sapu,ikat
216	6B-D.tif		Cameroon	anatomy,eye,eyelashes	bagian-bagian tubuh,mata,bulu mata
217	5T-H2.tif		Cameroon	ax,tool	kapak,mancadu,alat,perkakas
218	6M-B.tif		Cameroon	fire,food,knife,man,meat,people,cooking,api	masak,makanan,pisau,manusia,daging,orang,orang-orang
219	5T-B.tif		Cameroon	arrow,weapon	anak panah,senjata
220	5T-G.tif		Cameroon	gun,rifle,weapon	senapan,senjata
221	5O-P.tif		Cameroon	bundle,construction,grass,house,ladder,roof,thatch,house building	ikat,bangun (rumah),rumput,rumah,bangun rumah,tangga,atap
222	6M-P.tif		Cameroon	boy,man,people	anak laki-laki,manusia,orang,orang-orang
223	6M-D.tif		Cameroon	group,man,people,woman,work	pot,kelompok,manusia,orang,orang-orang,panci,wanita,kerja
224	6M-I.tif		Cameroon	dance,drum,group,mask,music,people,musical instrument,tifa	menari,gendang,kelompok,topeng,masker,musik,alat musik,orang,orang-orang
225	5O-U.tif		Cameroon	drum,man,music,musical instrument,people,tifa	robe,gendang,manusia,musik,alat musik,orang,orang-orang,jubah
226	6W-AC.tif		Cameroon	group,jar,people,pump,water,well,woman,air	kelompok,kendi,guci,orang,orang-orang,pompa,sumur,perigi,wanita
227	6M-W.tif		Cameroon	child,fire,group,man,people,storyteller,api	anak,kelompok,manusia,orang,orang-orang,pendongeng
228	6M-U.tif		Cameroon	drum,man,music,people,musical instrument,tifa	gendang,manusia,musik,alat musik,orang,orang-orang
229	6W-AJ.tif		Cameroon	boy,child,gourd,people,work,carry	anak laki-laki,bawa,anak,labu,orang,orang-orang,kerja
230	6W-Y.tif		Cameroon	jar,people,woman,carry	bawa,kendi,guci,orang,orang-orang,wanita
231	6W-E.tif		Cameroon	people,woman	orang,orang-orang,wanita
232	6W-R.tif		Cameroon	canoe,group,night,people,river,travel,water,air	sampan,perahu,kelompok,malam,orang,orang-orang,sungai,kali,aer,perjalanan
233	6W-T.tif		Cameroon	dress,people,woman	rok,baju langsung,orang,orang-orang,wanita
234	6W-M.tif		Cameroon	bowl,child,eating,fire,girl,group,meal,people,rock,stool,woman,api	pot,mangkuk,anak,makan,anak perempuan,kelompok,makanan,orang,orang-orang,panci,batu,bangku tak bersandar,wanita
235	7K.tif		Cameroon	hand,man,paper,pencil,people,write	tangan,manusia,kertas,pensil,orang,orang-orang,tulis
236	8b.tif	Mbange Ernest Bawe	Cameroon	basin,hand,man,people,soap,wash,hygiene	baskom,mangkok,tangan,kesehatan,manusia,orang,orang-orang,sabun,cuci
237	7M.tif		Cameroon	book,boy,child,class,desk,girl,group,people,reading,school,student,write	buku,anak laki-laki,anak,kelas,sekola,meja tulis,anak perempuan,kelompok,orang,orang-orang,membaca,sekolah,pelajar,murid,tulis
238	7F.tif		Cameroon	child,group,path,people,school,trail	anak,kelompok,jalan,orang,orang-orang,sekolah,jalan kecil
239	8i.tif	Mbange Ernest Bawe	Cameroon	clinic,hospital,path,people,woman,trail	klinik,puskesmas
240	9AAAA.tif		Cameroon	Cameroon,logo,map	peta
241	8Q.tif		Cameroon	outhouse	kakus
242	8N.tif		Cameroon	bed,clinic,health,hospital,man,medicine,patient,people,woman,koi	tempat tidur,klinik,puskesmas
243	9GG.tif		Cameroon	measure,measuring tape	ukuran,pita pengukur
244	9EEE.tif		Cameroon	gate,house,hut,mountain,rock,village,wall	pintu gerbang,rumah,pondok,gubuk
245	9CC.tif		Cameroon	rope	tali
246	8V.tif		Cameroon	man,medicine,patient,people,pharmacy,pill,tablet,talking,teach	manusia,ilmu kesehatan,pasien,orang,orang-orang,apotik,pil,bicara,ajar
247	9LLLL.tif		Cameroon	bed,mosquito net,people,sleeping,koi	tempat tidur,kelambu,orang,orang-orang,tidur
248	9KKK.tif		Cameroon	book	buku
249	9H.tif		Cameroon	basin,bowl	baskom,mangkok,mangkuk
250	9O.tif		Cameroon	building,house,hut,store	gedung,rumah,pondok,gubuk
251	9W.tif		Cameroon	lamp,lantern,light	lampu,lentera
252	9III.tif		Cameroon	arrow,spear,weapon	anak panah,tombak,lembing,senjata
253	9UU.tif		Cameroon	artifact,carving,design,pattern,stool	kerajinan manusia,ukiran,pola,bangku tak bersandar
254	9QQ.tif		Cameroon	cap,design,pattern	hat,topi,pola
255	9MM.tif		Cameroon	handbag,purse	dompet,tas tangan
256	9WWW.tif		Cameroon	tire,wheel	ban,roda
257	9S.tif		Cameroon	coin,money	uang logam,uang
258	AN06.tif		Cameroon	animal,hyena	binatang
259	9YY.tif		Cameroon	artifact,carving,design,stool	kerajinan manusia,ukiran,pola,bangku tak bersandar
260	AN14.tif		Cameroon	animal,dog,growl	binatang,anjing,menggeram
261	AN31.tif		Cameroon	animal,cow,eating,fence,goat	binatang,sapi,makan,pagar,kambing
262	AN11.tif		Cameroon	animal,dog	binatang,anjing
263	AN26.tif		Cameroon	animal,horse,running	binatang,kuda,lari
264	AN19.tif		Cameroon	animal,dog	binatang,anjing
265	AN38.tif		Cameroon	animal,hippopotamus	binatang,kuda nil
266	EAG00100.tif		Cameroon	bowl,bugs,fly,food,health,insects	lid,mangkuk,serangga,lalat,makanan,kesehatan,penutup
267	BRD11.tif		Cameroon	bird,branch,ranting	burung,dahan
268	EAG00095.tif		Cameroon	building,child,people,school	anak,gedung,orang,orang-orang,sekolah
269	AN45.tif		Cameroon	animal,squirrel	binatang,bajing
270	AN50.tif		Cameroon	animal,monkey	binatang,kera,monyet
271	EAG00715.tif	Susan Rose	Cameroon	animal,monkey	guenon,binatang,kera,monyet
272	BRD03.tif		Cameroon	chicken,egg,nest	ayam,sarang,telur
273	EAG00721.tif	Susan Rose	Cameroon	animal,monkey	binatang,kera,monyet
274	EAG00723.tif	Susan Rose	Cameroon	animal,baboon	binatang,yakis
275	AN33.tif		Cameroon	animal,cow,man,people,plow,work,ox,agricultural implement,agriculture	binatang,alat pertanian,pertanian,sapi,manusia,lembu jantan,orang,orang-orang,bajak,kerja
276	eag00731.tif	Susan Rose	Cameroon	animal,camel	binatang,unta
277	eag00965.tif	Susan Rose	Cameroon	animal	blosbok,binatang
